Date,Positive,Negative,Neutral,Bullishness,MessageVolume,Agreement
2008-06-08,0.06740430332720275,0.3721238087117672,0.5604718919098377,-0.2038493210743609,3.948807717454872e-09,-0.14224318959724402
2008-06-09,0.0791630673408508,0.3446969570219517,0.5761399824917316,-0.1774870576437682,6.8545340279779775e-09,-0.12495950498717501
2008-06-10,0.08872472222894424,0.23656600326299665,0.6747092761099338,-0.09864075743106349,1.6018746316563695e-09,-0.071373548673491
2008-06-11,0.19524008788168426,0.15059388823807235,0.6541660171747208,0.029766330800427784,-6.705522604122383e-09,0.022577982621113657
2008-06-12,0.138262086585164,0.2984267115592956,0.5633112108707428,-0.1068780384780555,9.01520232176878e-09,-0.07710938327089845
2008-06-13,0.0776514128968119,0.39802479185163975,0.5243237859010696,-0.21439977650760672,-9.350478768350296e-09,-0.1490750114550714
2008-06-14,0.1557084902748465,0.3752305245026946,0.4690609805285931,-0.1466100691354061,-4.693865751551063e-09,-0.10431971605068013
2008-06-15,0.1325907004624605,0.18694692730903625,0.680462366938591,-0.0362414508632795,-5.289912299979994e-09,-0.02681849765872224
2008-06-16,0.09072462156414982,0.24554543126374478,0.6637299428880215,-0.10330564898697893,-4.284083985634652e-09,-0.07462589321254498
2008-06-17,0.20746032536029813,0.2754228226467967,0.5171168592572212,-0.045316084716949624,7.264316011206668e-09,-0.033422709636670156
2008-06-18,0.08919637273997064,0.20884115070104595,0.7019624808430671,-0.07980551448021342,4.284083745236672e-09,-0.05813268423601148
2008-06-19,0.1519740444794297,0.2963075942918658,0.551718351840973,-0.09629671164184152,-9.387731525134502e-09,-0.06973527153562653
2008-06-20,0.16411064364016054,0.2655300889164209,0.570359260737896,-0.06763873914026595,-6.705522604122383e-09,-0.04948532431679609
2008-06-21,0.09217616159468883,0.3759262365102768,0.531897598952055,-0.1897338600109121,-2.9429794200515338e-09,-0.1330269527909116
2008-06-22,0.06165832888334985,0.386715372428298,0.551626310646534,-0.21755877360906875,1.1958181928672233e-08,-0.15111121949960027
2008-06-23,0.121774358600378,0.29722975332289936,0.5809958986938,-0.1171039031203111,1.061707738307313e-08,-0.08418420614750599
2008-06-24,0.09208347100764508,0.2965617226809263,0.6113547977805137,-0.13653052430338083,-8.530914899802095e-09,-0.09748724521867125
2008-06-25,0.11867062538862225,0.20038258180022236,0.680946784466505,-0.05448811481984533,-8.344650338898419e-09,-0.04005382413289449
2008-06-26,0.16662013150751587,0.29079206775873895,0.5425877925753594,-0.082828612948376,-8.158385778029436e-09,-0.060269747405944596
2008-06-27,0.10275625865906472,0.4087491534277797,0.4884945856034756,-0.20470713494967419,-2.309680005477266e-09,-0.14280046179351036
2008-06-28,0.07490318752825256,0.277542777992785,0.6475540421903133,-0.13529907978744476,7.711350861438343e-09,-0.09664925518686585
2008-06-29,0.05589281868189568,0.3922421506047249,0.5518650295585394,-0.22517958142769415,-1.1548400020718053e-09,-0.15600576655623088
2008-06-30,0.21398823522031304,0.2093941208720207,0.576617651283741,0.0030627452854792105,7.376074834805624e-09,0.0022997014706299668
2008-07-01,0.14143858067691323,0.19365908958017822,0.6649023228883744,-0.03481718947825963,-6.854534185984917e-09,-0.025778001938632
2008-07-02,0.13930081944912667,0.22205824777483937,0.6386409397423267,-0.05518561992440737,6.96629285162273e-09,-0.04055630686147893
2008-07-03,0.18367061290889974,0.25198561318218704,0.5643437784910202,-0.04555120804317631,4.582107127664575e-09,-0.03359324686273979
2008-07-04,0.1433870261162519,0.26565283939242357,0.5909601193666458,-0.08155571708110713,-1.5124678846037414e-08,-0.05937048058052041
2008-07-05,0.14025436587631698,0.21938074674457309,0.6403648717701436,-0.05276315828318014,-1.5608966463493554e-08,-0.0388100799007185
2008-07-06,0.1209724900871515,0.2910625589638948,0.5879649577289819,-0.11351511543286523,6.780028293570939e-09,-0.08170701565790339
2008-07-07,0.09738654822111124,0.35647460803389547,0.5461388353258372,-0.17315673056785366,-8.419156074437883e-09,-0.12209093303265184
2008-07-08,0.14925425071269272,0.2392040807008743,0.6115416732430458,-0.05998453284622729,4.656612862235371e-09,-0.044006623335944184
2008-07-09,0.051153998002409884,0.32399540051817893,0.6248505991697312,-0.18239827778279272,-2.309680005477266e-09,-0.12820273140333494
2008-07-10,0.06552662592381235,0.21349353823810813,0.7209798336029053,-0.09872471581534642,-2.2351742703929923e-09,-0.07143217827589421
2008-07-11,0.17422951400279996,0.23166316479444501,0.5941073203086853,-0.038293779396113455,-8.940697075576765e-10,-0.02831592949005457
2008-07-12,0.07693164948374029,0.2919471425935626,0.6311212070286274,-0.14358986642045055,-8.940697075576765e-10,-0.10227741213455932
2008-07-13,0.09450797550380224,0.33659996893256905,0.5688920550793409,-0.16174637476296475,-4.842877211537478e-10,-0.11449180954640004
2008-07-14,0.11919808685779568,0.3565240333229303,0.5242778709530831,-0.15854859367780721,-8.866190931880458e-09,-0.11235154001300862
2008-07-15,0.09277135875076052,0.26618696779012674,0.6410416835546493,-0.1157394328863813,1.00955365779358e-08,-0.08324309704176858
2008-07-16,0.13683538608253,0.1922026842832565,0.6709619185328484,-0.03691572400469265,-1.1101365222090932e-08,-0.027310711915036423
2008-07-17,0.20408728841692206,0.28559401165693993,0.510318694934249,-0.054351191319622016,-4.9918890257211194e-09,-0.03995515463258825
2008-07-18,0.098964952789247,0.3233586629480123,0.5776763764023781,-0.14987572995811066,-7.860362613937994e-09,-0.1065232541264467
2008-07-19,0.11505028374493116,0.40987875521183015,0.475070957839489,-0.19718878764810904,-3.2037497150999572e-09,-0.13790530028269732
2008-07-20,0.13827747497707601,0.38757620226591816,0.47414631336927415,-0.16658330993548123,-9.387731747179108e-09,-0.11772032710745295
2008-07-21,0.10897598259150977,0.3453483033552766,0.5456757301092148,-0.15790885436219,1.6056001066355048e-08,-0.11192280171267854
2008-07-22,0.1423508828505873,0.23048957556486127,0.627159531712532,-0.058776043583565384,-9.87201947287922e-09,-0.043138865915933966
2008-07-23,0.1859639513492584,0.20320114668458697,0.6108349007368088,-0.011491590021656404,-1.2293458480978903e-09,-0.008581774253589858
2008-07-24,0.1519978885352611,0.2675215000659227,0.5804806135594844,-0.07705384262376998,2.1606680865565725e-09,-0.05618351212327366
2008-07-25,0.1314071142300963,0.35325051974505184,0.5153423602879047,-0.14816606996925674,-5.7369471560236864e-09,-0.1053702577813731
2008-07-26,0.12479015983641144,0.34538924884051087,0.5298205941915513,-0.1473319897576628,2.8684734546473302e-09,-0.10480726299717857
2008-07-27,0.08634074665606016,0.3385500622913241,0.5751091846823693,-0.16853735388922175,-6.370246461746138e-09,-0.11902158926532769
2008-07-28,0.07713214598596092,0.28996350247412916,0.6329043424129486,-0.14212633388692605,-9.126961450518086e-09,-0.10128622911152019
2008-07-29,0.11055240463465447,0.3794100468233228,0.5100375487655401,-0.17972061120666669,2.2351742676451901e-10,-0.12643581358574263
2008-07-30,0.13582696836441752,0.2576253031939268,0.6065477430820465,-0.08124354744480065,1.4640390570385552e-08,-0.05914981614799619
2008-07-31,0.09124018177390095,0.20444364041090007,0.7043161740899087,-0.07550482302669255,-3.725290305400808e-09,-0.055084574362981975
2008-08-01,0.08550063520669933,0.250496566183865,0.6640028050541877,-0.1101083972669586,6.444752044581365e-09,-0.07934977181347835
2008-08-02,0.10859934084117409,0.20746251780539748,0.6839381337165833,-0.06593265917282429,-7.636845185416547e-09,-0.04826674931489938
2008-08-03,0.08939672701060769,0.27732215810567135,0.6332811090350151,-0.12544787870288993,-5.8487058700658355e-09,-0.08991992008320704
2008-08-04,0.06310656554996963,0.29444356650114056,0.6424498692154884,-0.15453145185361625,1.2665986029752885e-09,-0.10965625337676532
2008-08-05,0.13877460621297355,0.2684184662625193,0.5928069232404232,-0.0864831028221932,-4.284083985634652e-09,-0.0628470541921593
2008-08-06,0.12062988489866253,0.21533149182796474,0.6640386174619198,-0.06315538818694472,-5.811452891368863e-09,-0.046279889646960504
2008-08-07,0.10168125689029689,0.27598033942282196,0.6223384100198746,-0.11633040011857658,6.33299344292293e-09,-0.08365081157570775
2008-08-08,0.08699475899338717,0.3384539484977722,0.5745512861013412,-0.1680337208385821,-6.407499440463927e-09,-0.11868636852140546
2008-08-09,0.20987708054482934,0.22226106196641918,0.5678618666529656,-0.008256034484578085,9.164214012288842e-09,-0.006172938071830947
2008-08-10,0.10973036024719474,0.2666364479064941,0.6236331824958324,-0.10469959716896725,-9.350478768350296e-09,-0.07559569036252944
2008-08-11,0.21395760916173454,0.26422435220330953,0.5218180434405804,-0.03351429858300538,4.805624331360309e-09,-0.024825225489698788
2008-08-12,0.09613976135849947,0.1786282009258866,0.7252320427447557,-0.05500615799847728,5.029141757050688e-09,-0.04042704653067397
2008-08-13,0.1222126296907663,0.266277225241065,0.6115101426839828,-0.0961169933589392,-2.3841858515893934e-09,-0.06960955301164695
2008-08-14,0.14253111764788623,0.21854114960879084,0.6389277306199074,-0.05068420206120853,-2.1234155567546877e-09,-0.03730903405027064
2008-08-15,0.13231933847069738,0.225129541195929,0.6425511220097542,-0.06189321910978604,1.6763805884938144e-09,-0.04537562749934354
2008-08-16,0.09527753904461857,0.2001553415879607,0.7045671111345291,-0.06994703978088154,-8.23289173559963e-09,-0.05113167748231695
2008-08-17,0.197712168097496,0.14724367484450337,0.6550441661477089,0.03364883659897008,9.089708278053888e-09,0.02556092688883249
2008-08-18,0.08459813158959145,0.18697420354932542,0.728427663743496,-0.06827722675506494,-1.1175871345719957e-09,-0.04994098504351574
2008-08-19,0.09671597547829146,0.38364210560917855,0.5196419222652913,-0.19187055945506112,3.352761174177377e-09,-0.13442766590421806
2008-08-20,0.14677462965250013,0.22737059077247973,0.6258547687530518,-0.053743573156299795,-1.0821968380030253e-08,-0.03951717734349458
2008-08-21,0.10001740530133243,0.2957428742945194,0.6042397168278694,-0.1306692547573595,-3.57627883502687e-09,-0.09349232722189504
2008-08-22,0.15455713309347624,0.27025282360613345,0.5751900412142277,-0.0771687326735096,-2.0861625781964932e-09,-0.056264971848454914
2008-08-23,0.11406520582735535,0.2757912545464933,0.6101435413956642,-0.10792199258497796,1.7695127569770584e-09,-0.0778339614397765
2008-08-24,0.13324897266924376,0.2077896476909518,0.6589613664150238,-0.04970401380773956,-1.3224780691396128e-08,-0.03660053830175691
2008-08-25,0.08791149802505967,0.24840374529361722,0.6636847758293152,-0.10709707858711653,1.9147991897480735e-08,-0.07726145582001265
2008-08-26,0.13561297558248037,0.2929496187716722,0.5714374044537545,-0.10498742341639035,-1.1920929805953051e-09,-0.0757958186276575
2008-08-27,0.109365434795618,0.22556659214198585,0.6650679647922516,-0.07750621484813568,-8.270144603364505e-09,-0.05650421594396304
2008-08-28,0.22169715680181976,0.2514099124073982,0.5268929259479046,-0.01980915150696547,-4.84287744413614e-09,-0.014747631556474072
2008-08-29,0.15178939137607808,0.2726590343564748,0.5755515691637992,-0.08062340566396159,-5.103647850702304e-09,-0.0587113126803136
2008-08-30,0.15493597645312543,0.3389125491306186,0.5061514787375927,-0.12280515232743212,4.321336612533867e-09,-0.08810687521146954
2008-08-31,0.15449981857091186,0.23363612093031402,0.6118640511482955,-0.05276977710564431,-9.350478657327994e-09,-0.03881485506290505
2008-09-01,0.14787712119519708,0.17260827045887706,0.6795146055519581,-0.016487806362088436,-2.7939677277495634e-09,-0.012290051977583039
2008-09-02,0.21388138104230162,0.2946865272894501,0.49143209427595136,-0.05388313065373949,2.6077029390697567e-09,-0.03961778843786279
2008-09-03,0.2669780308753252,0.15538791280239816,0.5776340681314468,0.07442775038246845,1.1809170016523904e-08,0.057445023754656654
2008-09-04,0.18958483667423323,0.2228116307330007,0.5876035392284393,-0.022152101810920168,6.635673322119204e-09,-0.016477640599283028
